,Entity,Code,Year,Crop,Value (tonnes per hectare)
574,World,OWID_WRL,2013,Cocoa beans (tonnes per hectare),0.4407
575,World,OWID_WRL,2014,Cocoa beans (tonnes per hectare),0.4534
576,World,OWID_WRL,2015,Cocoa beans (tonnes per hectare),0.4445
577,World,OWID_WRL,2016,Cocoa beans (tonnes per hectare),0.4375
578,World,OWID_WRL,2017,Cocoa beans (tonnes per hectare),0.4481
579,World,OWID_WRL,2018,Cocoa beans (tonnes per hectare),0.4438
580,World,OWID_WRL,1961,Bananas (tonnes per hectare),10.6746
581,World,OWID_WRL,1962,Bananas (tonnes per hectare),10.7043
582,World,OWID_WRL,1963,Bananas (tonnes per hectare),10.8478
583,World,OWID_WRL,1964,Bananas (tonnes per hectare),11.0604
584,World,OWID_WRL,1965,Bananas (tonnes per hectare),11.1481
585,World,OWID_WRL,1966,Bananas (tonnes per hectare),11.2208
586,World,OWID_WRL,1967,Bananas (tonnes per hectare),11.3726
587,World,OWID_WRL,1968,Bananas (tonnes per hectare),11.666
588,World,OWID_WRL,1969,Bananas (tonnes per hectare),11.7653
589,World,OWID_WRL,1970,Bananas (tonnes per hectare),11.6131
590,World,OWID_WRL,1971,Bananas (tonnes per hectare),12.1737
591,World,OWID_WRL,1972,Bananas (tonnes per hectare),11.8217
592,World,OWID_WRL,1973,Bananas (tonnes per hectare),11.1471
593,World,OWID_WRL,1974,Bananas (tonnes per hectare),11.6294
594,World,OWID_WRL,1975,Bananas (tonnes per hectare),11.7693
595,World,OWID_WRL,1976,Bananas (tonnes per hectare),12.3007
596,World,OWID_WRL,1977,Bananas (tonnes per hectare),12.7616
597,World,OWID_WRL,1978,Bananas (tonnes per hectare),13.1162
598,World,OWID_WRL,1979,Bananas (tonnes per hectare),13.1322
599,World,OWID_WRL,1980,Bananas (tonnes per hectare),13.3467
600,World,OWID_WRL,1981,Bananas (tonnes per hectare),13.5574
601,World,OWID_WRL,1982,Bananas (tonnes per hectare),13.3019
602,World,OWID_WRL,1983,Bananas (tonnes per hectare),13.0429
603,World,OWID_WRL,1984,Bananas (tonnes per hectare),13.5972
604,World,OWID_WRL,1985,Bananas (tonnes per hectare),13.5012
605,World,OWID_WRL,1986,Bananas (tonnes per hectare),13.9831
606,World,OWID_WRL,1987,Bananas (tonnes per hectare),13.7785
607,World,OWID_WRL,1988,Bananas (tonnes per hectare),12.858
608,World,OWID_WRL,1989,Bananas (tonnes per hectare),13.6522
609,World,OWID_WRL,1990,Bananas (tonnes per hectare),13.4028
610,World,OWID_WRL,1991,Bananas (tonnes per hectare),13.1717
611,World,OWID_WRL,1992,Bananas (tonnes per hectare),13.4796
612,World,OWID_WRL,1993,Bananas (tonnes per hectare),14.1978
613,World,OWID_WRL,1994,Bananas (tonnes per hectare),15.294300000000002
614,World,OWID_WRL,1995,Bananas (tonnes per hectare),15.2182
615,World,OWID_WRL,1996,Bananas (tonnes per hectare),14.7131
616,World,OWID_WRL,1997,Bananas (tonnes per hectare),14.7578
617,World,OWID_WRL,1998,Bananas (tonnes per hectare),14.829
618,World,OWID_WRL,1999,Bananas (tonnes per hectare),15.7721
619,World,OWID_WRL,2000,Bananas (tonnes per hectare),14.754
620,World,OWID_WRL,2001,Bananas (tonnes per hectare),15.4405
621,World,OWID_WRL,2002,Bananas (tonnes per hectare),15.7687
622,World,OWID_WRL,2003,Bananas (tonnes per hectare),15.7543
623,World,OWID_WRL,2004,Bananas (tonnes per hectare),16.592200000000002
624,World,OWID_WRL,2005,Bananas (tonnes per hectare),17.486700000000003
625,World,OWID_WRL,2006,Bananas (tonnes per hectare),17.5803
626,World,OWID_WRL,2007,Bananas (tonnes per hectare),18.6805
627,World,OWID_WRL,2008,Bananas (tonnes per hectare),19.1139
628,World,OWID_WRL,2009,Bananas (tonnes per hectare),19.4682
629,World,OWID_WRL,2010,Bananas (tonnes per hectare),20.1297
630,World,OWID_WRL,2011,Bananas (tonnes per hectare),19.9344
631,World,OWID_WRL,2012,Bananas (tonnes per hectare),20.5678
632,World,OWID_WRL,2013,Bananas (tonnes per hectare),21.0503
633,World,OWID_WRL,2014,Bananas (tonnes per hectare),21.1931
634,World,OWID_WRL,2015,Bananas (tonnes per hectare),21.1959
635,World,OWID_WRL,2016,Bananas (tonnes per hectare),21.1548
636,World,OWID_WRL,2017,Bananas (tonnes per hectare),20.5058
637,World,OWID_WRL,2018,Bananas (tonnes per hectare),20.2032
